timestamp,shift,inflow_m3,outflow_m3,is_backwash,turbidity_ntu,ph_air_baku,pac_used_kg,pac_ideal_kg,water_loss_m3,loss_percentage,status_neraca_air,pac_waste_kg,waste_cost_idr,turbidity_category
2026-08-06 15:00:00,Shift 1 (Pagi),8932.49,8705.64,0,90.3,7.08,236.05,236.29,226.85000000000036,2.5396054179741636,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-06 16:00:00,Shift 2 (Sore),8582.51,8345.14,0,94.7,7.64,236.94,233.01,237.3700000000008,2.765741024478862,Normal,3.930000000000007,25545.000000000044,Sedang (50-150 NTU)
2026-08-06 17:00:00,Shift 2 (Sore),8651.69,8397.11,0,102.2,6.82,266.92,245.29,254.57999999999993,2.942546485137585,Normal,21.630000000000024,140595.00000000015,Sedang (50-150 NTU)
2026-08-06 18:00:00,Shift 2 (Sore),8822.03,8542.92,0,134.6,7.09,293.15,295.84,279.1100000000006,3.1637842990785634,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-06 19:00:00,Shift 2 (Sore),8515.37,8234.39,0,85.0,7.18,266.32,218.01,280.9800000000014,3.2996804601561807,Normal,48.31,314015.0,Sedang (50-150 NTU)
2026-08-06 20:00:00,Shift 2 (Sore),8734.12,8412.37,0,105.0,7.16,218.52,251.55,321.75,3.683828479572069,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-06 21:00:00,Shift 2 (Sore),8896.07,8614.71,0,59.2,6.95,201.28,190.95,281.3600000000006,3.162744897465966,Normal,10.330000000000013,67145.00000000009,Sedang (50-150 NTU)
2026-08-06 22:00:00,Shift 2 (Sore),8458.88,8192.28,0,161.4,7.29,348.41,319.98,266.59999999999854,3.1517174850571066,Normal,28.430000000000007,184795.00000000006,Tinggi (150-300 NTU)
2026-08-06 23:00:00,Shift 2 (Sore),8727.7,8503.8,0,82.6,7.27,246.66,220.12,223.90000000000146,2.565395235858261,Normal,26.539999999999992,172509.99999999994,Sedang (50-150 NTU)
2026-08-07 00:00:00,Shift 3 (Malam),8738.98,8516.54,0,59.0,7.21,188.68,187.42,222.4399999999987,2.545377149278276,Normal,1.2600000000000193,8190.0000000001255,Sedang (50-150 NTU)
2026-08-07 01:00:00,Shift 3 (Malam),8817.27,8153.67,1,65.0,7.27,231.31,197.57,663.6000000000004,7.526139043037134,Normal (Proses Backwash),33.74000000000001,219310.00000000006,Sedang (50-150 NTU)
2026-08-07 02:00:00,Shift 3 (Malam),8514.46,8253.09,0,37.4,7.12,148.25,153.07,261.369999999999,3.06971904266388,Normal,0.0,0.0,Rendah (<50 NTU)
2026-08-07 03:00:00,Shift 3 (Malam),8501.93,8196.63,0,64.9,6.88,196.89,190.28,305.3000000000011,3.5909493491477944,Normal,6.609999999999985,42964.999999999905,Sedang (50-150 NTU)
2026-08-07 04:00:00,Shift 3 (Malam),8778.29,8540.5,0,31.9,7.06,169.58,150.11,237.79000000000087,2.7088419270723665,Normal,19.47,126554.99999999999,Rendah (<50 NTU)
2026-08-07 05:00:00,Shift 3 (Malam),8744.55,8523.1,0,108.3,7.23,298.37,256.51,221.4499999999989,2.532434487766654,Normal,41.860000000000014,272090.0000000001,Sedang (50-150 NTU)
2026-08-07 06:00:00,Shift 3 (Malam),8737.57,8468.13,0,93.5,7.23,227.91,235.52,269.4400000000005,3.0836948945759577,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-07 07:00:00,Shift 3 (Malam),8751.97,8506.15,0,52.6,7.21,230.74,178.65,245.8199999999997,2.8087390610342555,Normal,52.09,338585.0,Sedang (50-150 NTU)
2026-08-07 08:00:00,Shift 1 (Pagi),8598.0,8377.5,0,76.8,7.31,210.53,208.81,220.5,2.564549895324494,Normal,1.7199999999999989,11179.999999999993,Sedang (50-150 NTU)
2026-08-07 09:00:00,Shift 1 (Pagi),8734.84,8434.19,0,78.2,7.08,208.78,214.13,300.64999999999964,3.4419634475273684,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-07 10:00:00,Shift 1 (Pagi),8743.96,8512.68,0,48.7,7.21,193.93,173.12,231.27999999999884,2.6450258235398936,Normal,20.810000000000002,135265.00000000003,Rendah (<50 NTU)
2026-08-07 11:00:00,Shift 1 (Pagi),8592.85,8310.07,0,71.4,7.31,211.83,201.33,282.78000000000065,3.2908755535125205,Normal,10.5,68250.0,Sedang (50-150 NTU)
2026-08-07 12:00:00,Shift 1 (Pagi),8979.87,8722.56,0,79.2,7.18,230.51,221.57,257.3100000000013,2.865408964717766,Normal,8.939999999999998,58109.999999999985,Sedang (50-150 NTU)
2026-08-07 13:00:00,Shift 1 (Pagi),8771.07,8152.02,1,70.7,6.95,230.51,204.42,619.0499999999993,7.057861811614767,Normal (Proses Backwash),26.090000000000003,169585.00000000003,Sedang (50-150 NTU)
2026-08-07 14:00:00,Shift 1 (Pagi),8521.3,8266.2,0,59.0,7.01,175.01,182.72,255.09999999999854,2.9936746740520643,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-07 15:00:00,Shift 1 (Pagi),8798.48,8486.85,0,51.9,7.37,168.55,178.58,311.6299999999992,3.5418617761249584,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-07 16:00:00,Shift 2 (Sore),8553.8,8296.35,0,69.7,7.48,204.37,198.0,257.4499999999989,3.009773434029308,Normal,6.3700000000000045,41405.00000000003,Sedang (50-150 NTU)
2026-08-07 17:00:00,Shift 2 (Sore),8818.06,8511.55,0,61.8,7.44,225.04,192.97,306.5100000000002,3.4759346160039764,Normal,32.06999999999999,208454.99999999994,Sedang (50-150 NTU)
2026-08-07 18:00:00,Shift 2 (Sore),8873.79,8637.47,0,99.3,7.25,256.31,247.48,236.32000000000153,2.663123648407293,Normal,8.830000000000013,57395.00000000008,Sedang (50-150 NTU)
2026-08-07 19:00:00,Shift 2 (Sore),8576.9,8276.31,0,138.3,6.96,353.63,292.76,300.59000000000015,3.5046462008417976,Normal,60.870000000000005,395655.00000000006,Sedang (50-150 NTU)
2026-08-07 20:00:00,Shift 2 (Sore),8844.51,8596.15,0,114.6,7.2,315.53,268.29,248.36000000000058,2.8080696386798203,Normal,47.23999999999995,307059.9999999997,Sedang (50-150 NTU)
2026-08-07 21:00:00,Shift 2 (Sore),8761.92,8465.71,0,80.3,7.51,240.07,217.72,296.21000000000095,3.380651729301351,Normal,22.349999999999994,145274.99999999997,Sedang (50-150 NTU)
2026-08-07 22:00:00,Shift 2 (Sore),8823.31,8537.83,0,59.9,7.32,210.81,190.4,285.47999999999956,3.235520456608683,Normal,20.409999999999997,132664.99999999997,Sedang (50-150 NTU)
2026-08-07 23:00:00,Shift 2 (Sore),8984.52,8651.38,0,113.2,7.16,298.35,270.6,333.14000000000124,3.7079332006607055,Normal,27.75,180375.0,Sedang (50-150 NTU)
2026-08-08 00:00:00,Shift 3 (Malam),8663.19,8402.99,0,101.9,7.33,267.93,245.18,260.2000000000007,3.003512562924289,Normal,22.75,147875.0,Sedang (50-150 NTU)
2026-08-08 01:00:00,Shift 3 (Malam),8586.94,7984.88,1,134.0,6.95,301.66,287.1,602.0600000000004,7.011345135752671,Normal (Proses Backwash),14.560000000000002,94640.00000000001,Sedang (50-150 NTU)
2026-08-08 02:00:00,Shift 3 (Malam),8566.57,8350.28,0,85.1,7.06,232.53,219.37,216.28999999999905,2.524814482342397,Normal,13.159999999999997,85539.99999999997,Sedang (50-150 NTU)
2026-08-08 03:00:00,Shift 3 (Malam),8577.63,8270.99,0,157.5,6.98,317.29,319.08,306.6399999999994,3.574880240812432,Normal,0.0,0.0,Tinggi (150-300 NTU)
2026-08-08 04:00:00,Shift 3 (Malam),8688.43,8411.96,0,85.1,7.29,200.97,222.51,276.47000000000116,3.1820478498416995,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-08 05:00:00,Shift 3 (Malam),8751.17,8444.2,0,59.8,7.34,220.45,188.69,306.96999999999935,3.507759533868035,Normal,31.75999999999999,206439.99999999994,Sedang (50-150 NTU)
2026-08-08 06:00:00,Shift 3 (Malam),8741.5,8496.33,0,64.0,7.17,212.47,194.47,245.17000000000007,2.804667391180004,Normal,18.0,117000.0,Sedang (50-150 NTU)
2026-08-08 07:00:00,Shift 3 (Malam),8824.08,8563.89,0,97.3,7.03,262.84,243.26,260.1900000000005,2.9486360051132867,Normal,19.579999999999984,127269.9999999999,Sedang (50-150 NTU)
2026-08-08 08:00:00,Shift 1 (Pagi),8701.95,8481.0,0,61.7,7.2,211.63,190.34,220.95000000000073,2.5390860669160444,Normal,21.289999999999992,138384.99999999994,Sedang (50-150 NTU)
2026-08-08 09:00:00,Shift 1 (Pagi),8918.03,8583.61,0,157.0,7.1,335.57,331.02,334.4200000000001,3.749931318912361,Normal,4.550000000000011,29575.000000000073,Tinggi (150-300 NTU)
2026-08-08 10:00:00,Shift 1 (Pagi),8660.3,8368.6,0,93.9,7.04,234.0,234.02,291.6999999999989,3.3682435943327476,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-08 11:00:00,Shift 1 (Pagi),9108.03,8769.83,0,79.6,7.27,238.18,225.27,338.2000000000007,3.7132069174124447,Normal,12.909999999999997,83914.99999999997,Sedang (50-150 NTU)
2026-08-08 12:00:00,Shift 1 (Pagi),8793.85,8543.65,0,82.4,7.05,263.34,221.39,250.20000000000073,2.8451702041767906,Normal,41.94999999999999,272674.99999999994,Sedang (50-150 NTU)
2026-08-08 13:00:00,Shift 1 (Pagi),8571.43,7909.01,1,70.4,6.89,196.66,199.35,662.4200000000001,7.72823204529466,Normal (Proses Backwash),0.0,0.0,Sedang (50-150 NTU)
2026-08-08 14:00:00,Shift 1 (Pagi),8539.37,8250.56,0,332.8,6.93,484.63,557.15,288.8100000000013,3.382099616248052,Normal,0.0,0.0,Ekstrem (>300 NTU)
2026-08-08 15:00:00,Shift 1 (Pagi),8772.37,8516.85,0,374.1,6.88,654.55,630.42,255.52000000000044,2.9127818366074436,Normal,24.129999999999995,156844.99999999997,Ekstrem (>300 NTU)
2026-08-08 16:00:00,Shift 2 (Sore),8666.48,8354.27,0,384.7,7.25,746.77,637.49,312.2099999999991,3.602500669245174,Normal,109.27999999999997,710319.9999999998,Ekstrem (>300 NTU)
2026-08-08 17:00:00,Shift 2 (Sore),8807.1,8478.48,0,392.9,7.23,620.64,659.28,328.6200000000008,3.7313076949279647,Normal,0.0,0.0,Ekstrem (>300 NTU)
2026-08-08 18:00:00,Shift 2 (Sore),8770.99,8450.82,0,345.4,7.22,581.42,589.93,320.1700000000001,3.650329096259374,Normal,0.0,0.0,Ekstrem (>300 NTU)
2026-08-08 19:00:00,Shift 2 (Sore),8689.08,8388.37,0,368.6,7.32,679.04,616.7,300.7099999999991,3.460780658021322,Normal,62.33999999999992,405209.9999999995,Ekstrem (>300 NTU)
2026-08-08 20:00:00,Shift 2 (Sore),8572.98,8327.73,0,288.7,7.44,641.41,498.92,245.25,2.860732207470448,Normal,142.48999999999995,926184.9999999997,Tinggi (150-300 NTU)
2026-08-08 21:00:00,Shift 2 (Sore),8472.77,8229.93,0,372.3,7.08,588.96,606.34,242.84000000000015,2.866122885431803,Normal,0.0,0.0,Ekstrem (>300 NTU)
2026-08-08 22:00:00,Shift 2 (Sore),8633.02,8309.08,0,358.7,7.28,580.03,599.06,323.9400000000005,3.752336957403093,Normal,0.0,0.0,Ekstrem (>300 NTU)
2026-08-08 23:00:00,Shift 2 (Sore),8828.46,8606.57,0,142.6,6.88,340.21,307.3,221.88999999999942,2.5133488739825456,Normal,32.90999999999997,213914.9999999998,Sedang (50-150 NTU)
2026-08-09 00:00:00,Shift 3 (Malam),8732.11,8432.53,0,137.3,7.48,348.92,296.61,299.5799999999999,3.4307859154316644,Normal,52.31,340015.0,Sedang (50-150 NTU)
2026-08-09 01:00:00,Shift 3 (Malam),8513.14,7842.15,1,96.2,6.95,240.13,233.12,670.9899999999998,7.881815640292535,Normal (Proses Backwash),7.009999999999991,45564.99999999994,Sedang (50-150 NTU)
2026-08-09 02:00:00,Shift 3 (Malam),8725.98,8437.19,0,87.3,7.06,215.34,226.61,288.78999999999905,3.3095423092878855,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-09 03:00:00,Shift 3 (Malam),8757.8,8426.13,0,77.5,7.08,238.21,213.69,331.6700000000001,3.7871383224097386,Normal,24.52000000000001,159380.00000000006,Sedang (50-150 NTU)
2026-08-09 04:00:00,Shift 3 (Malam),8567.42,8318.5,0,126.5,6.89,311.95,276.26,248.92000000000007,2.9054254372961763,Normal,35.69,231984.99999999997,Sedang (50-150 NTU)
2026-08-09 05:00:00,Shift 3 (Malam),8723.06,8466.43,0,107.7,7.21,311.7,255.01,256.6299999999992,2.9419721978296516,Normal,56.69,368485.0,Sedang (50-150 NTU)
2026-08-09 06:00:00,Shift 3 (Malam),8708.73,8482.08,0,28.9,7.24,163.98,144.79,226.64999999999964,2.6025608785666754,Normal,19.189999999999998,124734.99999999999,Rendah (<50 NTU)
2026-08-09 07:00:00,Shift 3 (Malam),8528.55,8266.25,0,67.4,7.16,222.65,194.25,262.2999999999993,3.0755521161275867,Normal,28.400000000000006,184600.00000000003,Sedang (50-150 NTU)
2026-08-09 08:00:00,Shift 1 (Pagi),8753.67,8505.12,0,49.5,6.89,184.65,174.35,248.54999999999927,2.8393805112598405,Normal,10.300000000000011,66950.00000000007,Rendah (<50 NTU)
2026-08-09 09:00:00,Shift 1 (Pagi),8784.12,8525.3,0,46.2,7.6,217.31,170.4,258.8200000000015,2.9464533726770754,Normal,46.91,304915.0,Rendah (<50 NTU)
2026-08-09 10:00:00,Shift 1 (Pagi),8862.46,8544.74,0,125.9,7.31,298.65,284.93,317.71999999999935,3.5850091283909813,Normal,13.71999999999997,89179.99999999981,Sedang (50-150 NTU)
2026-08-09 11:00:00,Shift 1 (Pagi),8858.07,8528.89,0,76.8,7.73,221.85,215.17,329.1800000000003,3.716159389122013,Normal,6.680000000000007,43420.000000000044,Sedang (50-150 NTU)
2026-08-09 12:00:00,Shift 1 (Pagi),8493.35,8260.51,0,95.5,7.04,283.74,231.67,232.84000000000015,2.741438890426041,Normal,52.07000000000002,338455.0000000001,Sedang (50-150 NTU)
2026-08-09 13:00:00,Shift 1 (Pagi),8559.33,7923.89,1,80.9,7.39,205.38,213.48,635.4399999999996,7.423945565832835,Normal (Proses Backwash),0.0,0.0,Sedang (50-150 NTU)
2026-08-09 14:00:00,Shift 1 (Pagi),8777.26,8451.86,0,46.4,7.36,158.99,170.56,325.39999999999964,3.707307291797208,Normal,0.0,0.0,Rendah (<50 NTU)
2026-08-09 15:00:00,Shift 1 (Pagi),8777.07,8550.59,0,41.9,7.14,178.93,164.22,226.47999999999956,2.580359960670241,Normal,14.710000000000008,95615.00000000006,Rendah (<50 NTU)
2026-08-09 16:00:00,Shift 2 (Sore),8777.26,8547.29,0,65.5,7.48,213.13,197.37,229.96999999999935,2.620065943130309,Normal,15.759999999999991,102439.99999999994,Sedang (50-150 NTU)
2026-08-09 17:00:00,Shift 2 (Sore),9277.91,9026.33,0,67.7,7.12,224.98,211.89,251.57999999999993,2.711602074174032,Normal,13.090000000000003,85085.00000000003,Sedang (50-150 NTU)
2026-08-09 18:00:00,Shift 2 (Sore),8785.63,8498.01,0,67.7,7.13,232.62,200.62,287.619999999999,3.2737549839908917,Normal,32.0,208000.0,Sedang (50-150 NTU)
2026-08-09 19:00:00,Shift 2 (Sore),8870.33,8631.22,0,68.5,6.51,205.16,203.67,239.11000000000058,2.6956156084384753,Normal,1.490000000000009,9685.000000000058,Sedang (50-150 NTU)
2026-08-09 20:00:00,Shift 2 (Sore),8843.1,8510.73,0,179.0,7.28,389.94,359.35,332.3700000000008,3.7585235946670377,Normal,30.589999999999975,198834.99999999983,Tinggi (150-300 NTU)
2026-08-09 21:00:00,Shift 2 (Sore),8797.71,8526.68,0,119.6,6.93,287.88,273.86,271.02999999999884,3.080688042683822,Normal,14.019999999999982,91129.99999999988,Sedang (50-150 NTU)
2026-08-09 22:00:00,Shift 2 (Sore),8652.71,8379.98,0,86.5,7.09,225.56,223.61,272.72999999999956,3.1519604840564353,Normal,1.9499999999999886,12674.999999999925,Sedang (50-150 NTU)
2026-08-09 23:00:00,Shift 2 (Sore),8813.85,8565.24,0,76.0,6.99,228.97,212.98,248.61000000000058,2.820674279684821,Normal,15.990000000000009,103935.00000000006,Sedang (50-150 NTU)
2026-08-10 00:00:00,Shift 3 (Malam),8584.08,8316.92,0,77.1,7.13,239.91,208.94,267.15999999999985,3.1122729517898233,Normal,30.97,201305.0,Sedang (50-150 NTU)
2026-08-10 01:00:00,Shift 3 (Malam),8664.48,7993.31,1,106.0,7.29,313.6,250.95,671.1699999999992,7.746223662585628,Normal (Proses Backwash),62.650000000000034,407225.00000000023,Sedang (50-150 NTU)
2026-08-10 02:00:00,Shift 3 (Malam),8627.2,8327.27,0,75.7,7.2,234.37,208.07,299.9300000000003,3.476562500000003,Normal,26.30000000000001,170950.0000000001,Sedang (50-150 NTU)
2026-08-10 03:00:00,Shift 3 (Malam),8712.28,8409.09,0,114.2,7.34,231.87,263.75,303.1900000000005,3.4800304857052398,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-10 04:00:00,Shift 3 (Malam),9047.2,8753.05,0,90.5,7.45,257.96,239.52,294.15000000000146,3.251282164647642,Normal,18.43999999999997,119859.9999999998,Sedang (50-150 NTU)
2026-08-10 05:00:00,Shift 3 (Malam),8419.91,8110.42,0,179.7,7.13,372.01,343.19,309.4899999999998,3.6756924955254844,Normal,28.819999999999993,187329.99999999994,Tinggi (150-300 NTU)
2026-08-10 06:00:00,Shift 3 (Malam),8802.94,8489.32,0,73.9,7.1,242.21,209.73,313.6200000000008,3.562673379575469,Normal,32.48000000000002,211120.00000000012,Sedang (50-150 NTU)
2026-08-10 07:00:00,Shift 3 (Malam),8458.09,8163.4,0,123.3,7.39,293.84,268.4,294.6900000000005,3.484119937243521,Normal,25.439999999999998,165359.99999999997,Sedang (50-150 NTU)
2026-08-10 08:00:00,Shift 1 (Pagi),8629.21,8407.24,0,51.1,7.41,205.43,174.06,221.96999999999935,2.5723096320520575,Normal,31.370000000000005,203905.00000000003,Sedang (50-150 NTU)
2026-08-10 09:00:00,Shift 1 (Pagi),8863.34,8640.97,0,60.4,7.35,213.46,192.08,222.3700000000008,2.508873630031126,Normal,21.379999999999995,138969.99999999997,Sedang (50-150 NTU)
2026-08-10 10:00:00,Shift 1 (Pagi),8709.64,8467.85,0,168.4,7.01,408.7,339.26,241.78999999999905,2.7761193344386115,Normal,69.44,451360.0,Tinggi (150-300 NTU)
2026-08-10 11:00:00,Shift 1 (Pagi),8538.34,8251.23,0,112.1,7.28,267.07,255.6,287.1100000000006,3.362597413548776,Normal,11.469999999999999,74554.99999999999,Sedang (50-150 NTU)
2026-08-10 12:00:00,Shift 1 (Pagi),8592.7,8331.95,0,96.2,7.22,256.94,235.39,260.75,3.0345525853340622,Normal,21.55000000000001,140075.0000000001,Sedang (50-150 NTU)
2026-08-10 13:00:00,Shift 1 (Pagi),8801.94,8155.85,1,201.6,7.41,446.52,389.59,646.0900000000001,7.340313612680842,Normal (Proses Backwash),56.93000000000001,370045.00000000006,Tinggi (150-300 NTU)
2026-08-10 14:00:00,Shift 1 (Pagi),8590.45,8276.9,0,76.5,7.09,215.32,208.2,313.5500000000011,3.649983411811966,Normal,7.1200000000000045,46280.00000000003,Sedang (50-150 NTU)
2026-08-10 15:00:00,Shift 1 (Pagi),8732.47,8412.49,0,123.2,6.87,281.58,276.92,319.97999999999956,3.6642553595947036,Normal,4.659999999999968,30289.999999999793,Sedang (50-150 NTU)
2026-08-10 16:00:00,Shift 2 (Sore),8706.84,8386.26,0,127.3,7.34,290.11,281.76,320.5799999999999,3.681932825227062,Normal,8.350000000000023,54275.000000000146,Sedang (50-150 NTU)
2026-08-10 17:00:00,Shift 2 (Sore),8602.26,8352.1,0,151.4,6.69,317.92,311.67,250.15999999999985,2.90807299477114,Normal,6.25,40625.0,Tinggi (150-300 NTU)
2026-08-10 18:00:00,Shift 2 (Sore),9021.59,8715.0,0,49.0,7.05,200.74,178.95,306.59000000000015,3.3984031639655554,Normal,21.79000000000002,141635.00000000015,Rendah (<50 NTU)
2026-08-10 19:00:00,Shift 2 (Sore),8795.09,8544.15,0,76.3,7.0,198.65,212.86,250.9400000000005,2.853182855434117,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-10 20:00:00,Shift 2 (Sore),8396.23,8165.52,0,89.8,6.99,211.55,221.4,230.70999999999913,2.7477808492620994,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-10 21:00:00,Shift 2 (Sore),8727.97,8488.82,0,150.3,7.05,386.69,314.63,239.14999999999964,2.740041498767751,Normal,72.06,468390.0,Tinggi (150-300 NTU)
2026-08-10 22:00:00,Shift 2 (Sore),8600.73,8347.46,0,94.6,7.44,238.46,233.33,253.27000000000044,2.9447500386595142,Normal,5.1299999999999955,33344.99999999997,Sedang (50-150 NTU)
2026-08-10 23:00:00,Shift 2 (Sore),8827.87,8557.83,0,127.4,7.36,313.29,285.85,270.0400000000009,3.0589485345842298,Normal,27.439999999999998,178359.99999999997,Sedang (50-150 NTU)
2026-08-11 00:00:00,Shift 3 (Malam),8581.12,8273.9,0,47.4,7.15,213.23,168.12,307.22000000000116,3.580185337112185,Normal,45.109999999999985,293214.9999999999,Rendah (<50 NTU)
2026-08-11 01:00:00,Shift 3 (Malam),8682.79,8072.19,1,69.2,7.43,287.57,200.32,610.6000000000013,7.03230182925075,Normal (Proses Backwash),87.25,567125.0,Sedang (50-150 NTU)
2026-08-11 02:00:00,Shift 3 (Malam),8775.75,8472.51,0,137.1,6.99,401.88,297.76,303.2399999999998,3.4554311597299354,Normal,104.12,676780.0,Sedang (50-150 NTU)
2026-08-11 03:00:00,Shift 3 (Malam),8829.86,8548.11,0,72.9,6.96,263.35,208.92,281.75,3.190877318553182,Normal,54.430000000000035,353795.00000000023,Sedang (50-150 NTU)
2026-08-11 04:00:00,Shift 3 (Malam),8519.96,8275.06,0,78.8,7.37,328.58,209.72,244.89999999999964,2.8744266405006558,Normal,118.85999999999999,772589.9999999999,Sedang (50-150 NTU)
2026-08-11 05:00:00,Shift 3 (Malam),8649.82,8378.16,0,149.2,7.32,481.09,310.28,271.65999999999985,3.1406433891109855,Normal,170.81,1110265.0,Sedang (50-150 NTU)
2026-08-11 06:00:00,Shift 3 (Malam),8628.76,8379.39,0,55.2,7.11,254.18,179.72,249.3700000000008,2.8899865102285935,Normal,74.46000000000001,483990.00000000006,Sedang (50-150 NTU)
2026-08-11 07:00:00,Shift 3 (Malam),8602.0,8320.29,0,60.1,6.97,284.63,185.9,281.7099999999991,3.274936061381064,Normal,98.72999999999999,641744.9999999999,Sedang (50-150 NTU)
2026-08-11 08:00:00,Shift 1 (Pagi),8964.82,8690.14,0,45.7,7.49,281.7,173.19,274.6800000000003,3.063976744652991,Normal,108.50999999999999,705314.9999999999,Rendah (<50 NTU)
2026-08-11 09:00:00,Shift 1 (Pagi),8760.75,8523.0,0,151.9,6.86,478.83,318.11,237.75,2.71380874925092,Normal,160.71999999999997,1044679.9999999998,Tinggi (150-300 NTU)
2026-08-11 10:00:00,Shift 1 (Pagi),8510.87,8285.2,0,118.6,7.08,389.15,263.6,225.67000000000007,2.6515503115427688,Normal,125.54999999999995,816074.9999999997,Sedang (50-150 NTU)
2026-08-11 11:00:00,Shift 1 (Pagi),8837.68,8553.93,0,117.3,7.25,393.26,271.85,283.75,3.210684251975632,Normal,121.40999999999997,789164.9999999998,Sedang (50-150 NTU)
2026-08-11 12:00:00,Shift 1 (Pagi),9018.32,8687.07,0,68.4,7.56,309.2,206.93,331.25,3.673078799599039,Normal,102.26999999999998,664754.9999999999,Sedang (50-150 NTU)
2026-08-11 13:00:00,Shift 1 (Pagi),8854.87,8213.9,1,44.6,7.28,235.06,169.45,640.9700000000012,7.238615586677175,Normal (Proses Backwash),65.61000000000001,426465.0000000001,Rendah (<50 NTU)
2026-08-11 14:00:00,Shift 1 (Pagi),8472.09,8179.56,0,40.6,7.3,218.86,156.73,292.52999999999975,3.4528670021210797,Normal,62.130000000000024,403845.0000000002,Rendah (<50 NTU)
2026-08-11 15:00:00,Shift 1 (Pagi),8627.36,8337.81,0,137.5,7.09,432.18,293.36,289.5500000000011,3.356183119749275,Normal,138.82,902330.0,Sedang (50-150 NTU)
2026-08-11 16:00:00,Shift 2 (Sore),8890.04,8560.13,0,99.0,7.31,340.35,247.43,329.9100000000017,3.711006924603282,Normal,92.92000000000002,603980.0000000001,Sedang (50-150 NTU)
2026-08-11 17:00:00,Shift 2 (Sore),8593.85,8287.28,0,107.2,7.22,347.39,250.47,306.5699999999997,3.567318489384847,Normal,96.91999999999999,629979.9999999999,Sedang (50-150 NTU)
2026-08-11 18:00:00,Shift 2 (Sore),8766.57,8482.84,0,88.1,6.88,326.05,228.71,283.72999999999956,3.236499565964791,Normal,97.34,632710.0,Sedang (50-150 NTU)
2026-08-11 19:00:00,Shift 2 (Sore),8816.2,8520.49,0,57.3,7.36,288.73,186.63,295.71000000000095,3.35416619405187,Normal,102.10000000000002,663650.0000000001,Sedang (50-150 NTU)
2026-08-11 20:00:00,Shift 2 (Sore),8560.96,8246.95,0,69.7,7.39,258.82,198.18,314.0099999999984,3.6679297648861624,Normal,60.639999999999986,394159.9999999999,Sedang (50-150 NTU)
2026-08-11 21:00:00,Shift 2 (Sore),8691.07,8428.66,0,52.1,7.36,266.18,176.77,262.40999999999985,3.0193060233089812,Normal,89.41,581165.0,Sedang (50-150 NTU)
2026-08-11 22:00:00,Shift 2 (Sore),8213.81,7973.57,0,49.8,7.21,247.53,164.01,240.23999999999978,2.924830255386962,Normal,83.52000000000001,542880.0000000001,Rendah (<50 NTU)
2026-08-11 23:00:00,Shift 2 (Sore),8546.34,8331.48,0,114.3,7.01,390.5,258.85,214.86000000000058,2.514058649667584,Normal,131.64999999999998,855724.9999999999,Sedang (50-150 NTU)
2026-08-12 00:00:00,Shift 3 (Malam),8662.11,8352.49,0,41.7,6.74,216.85,161.78,309.6200000000008,3.5744177804253328,Normal,55.06999999999999,357954.99999999994,Rendah (<50 NTU)
2026-08-12 01:00:00,Shift 3 (Malam),8512.83,7831.37,1,52.3,7.23,216.11,173.32,681.46,8.005093488299426,Normal (Proses Backwash),42.79000000000002,278135.0000000001,Sedang (50-150 NTU)
2026-08-12 02:00:00,Shift 3 (Malam),8944.86,8709.09,0,71.3,7.42,310.93,209.42,235.77000000000044,2.6358154291962133,Normal,101.51000000000002,659815.0000000001,Sedang (50-150 NTU)
2026-08-12 03:00:00,Shift 3 (Malam),8485.48,8209.71,0,81.8,7.4,307.8,212.95,275.77000000000044,3.2499045428190327,Normal,94.85000000000002,616525.0000000001,Sedang (50-150 NTU)
2026-08-12 04:00:00,Shift 3 (Malam),8633.99,8366.07,0,45.6,7.36,255.07,166.53,267.9200000000001,3.1030844372069004,Normal,88.53999999999999,575510.0,Rendah (<50 NTU)
2026-08-12 05:00:00,Shift 3 (Malam),8719.61,8488.16,0,41.4,7.19,219.48,162.38,231.45000000000073,2.654361834990335,Normal,57.099999999999994,371149.99999999994,Rendah (<50 NTU)
2026-08-12 06:00:00,Shift 3 (Malam),8916.19,8579.63,0,94.1,7.42,363.17,241.17,336.5600000000013,3.774706460943534,Normal,122.00000000000003,793000.0000000002,Sedang (50-150 NTU)
2026-08-12 07:00:00,Shift 3 (Malam),8484.62,8248.82,0,86.0,7.38,335.89,218.54,235.8000000000011,2.7791462670102027,Normal,117.35,762775.0,Sedang (50-150 NTU)
